character_1,character_2,char1_wins,char2_wins,total_games,char1_winrate,char1_normalized,char2_normalized,id_char1,weight_char1,recovery_char1,speed_char1,combo_game_char1,projectiles_char1,killpower_char1,ledgetrap_char1,edgeguard_char1,spacing_char1,cheese_char1,popularity_char1,pro_scene_char1,online_winrate_char1,easy_char1,id_char2,weight_char2,recovery_char2,speed_char2,combo_game_char2,projectiles_char2,killpower_char2,ledgetrap_char2,edgeguard_char2,spacing_char2,cheese_char2,popularity_char2,pro_scene_char2,online_winrate_char2,easy_char2,Weight_char1,Gravity_char1,Run Maximum Velocity_char1,Walk Maximum Velocity_char1,Maximum Horizontal Air Speed_char1,Maximum Fall Speed_char1,Dash Initial Velocity_char1,Maximum Air Acceleration_char1,Weight_char2,Gravity_char2,Run Maximum Velocity_char2,Walk Maximum Velocity_char2,Maximum Horizontal Air Speed_char2,Maximum Fall Speed_char2,Dash Initial Velocity_char2,Maximum Air Acceleration_char2,weight_diff,recovery_diff,speed_diff,combo_game_diff,projectiles_diff,killpower_diff,ledgetrap_diff,edgeguard_diff,spacing_diff,cheese_diff,Weight_diff,Gravity_diff,Run Maximum Velocity_diff,Walk Maximum Velocity_diff,Maximum Horizontal Air Speed_diff,Maximum Fall Speed_diff,Dash Initial Velocity_diff,Maximum Air Acceleration_diff,matchup_binary
luigi,shulk,6,6,12,0.5,Luigi,Shulk,9,97,3,3,40,2,112,8,10,1,9.0,23200,6.593,54.51,4.44425,57,97,7,4,28,1,121,13,41,5,8.0,6500,7.558,47.24,5.4805,97.0,0.083,1.65,1.134,0.77,1.32,1.815,0.075,97.0,0.098,1.672,1.155,1.113,1.58,1.87,0.05,0,-4,-1,12,1,-9,-5,-31,-4,1.0,0.0,-0.015,-0.02200000000000002,-0.02100000000000013,-0.34299999999999997,-0.26,-0.05500000000000016,0.024999999999999994,Char1_Wins
fox,sonic,29,20,49,0.5918367346938775,Fox,Sonic,7,77,3,8,35,2,121,16,3,1,1.0,12000,9.019,46.55,4.830266667,38,86,8,9,30,1,139,14,33,2,9.0,23600,10.315,53.54,3.268183333,77.0,0.23,2.402,1.523,1.11,2.1,2.09,0.09,86.0,0.09,3.85,1.444,1.208,1.65,2.31,0.05,-9,-5,-1,5,1,-18,2,-30,-1,-8.0,-9.0,0.14,-1.448,0.07899999999999996,-0.09799999999999986,0.4500000000000002,-0.2200000000000002,0.039999999999999994,Char1_Wins
pikachu,sonic,30,18,48,0.625,Pikachu,Sonic,8,79,9,6,27,3,145,9,38,2,8.0,17300,8.123,46.48,4.85095,38,86,8,9,30,1,139,14,33,2,9.0,23600,10.315,53.54,3.268183333,79.0,0.095,2.039,1.302,0.957,1.55,1.98,0.1,86.0,0.09,3.85,1.444,1.208,1.65,2.31,0.05,-7,1,-3,-3,2,6,-5,5,0,-1.0,-7.0,0.0050000000000000044,-1.811,-0.1419999999999999,-0.251,-0.09999999999999987,-0.33000000000000007,0.05,Char1_Wins
sonic,sonic,3,8,11,0.2727272727272727,Sonic,Sonic,38,86,8,9,30,1,139,14,33,2,9.0,23600,10.315,53.54,3.268183333,38,86,8,9,30,1,139,14,33,2,9.0,23600,10.315,53.54,3.268183333,86.0,0.09,3.85,1.444,1.208,1.65,2.31,0.05,86.0,0.09,3.85,1.444,1.208,1.65,2.31,0.05,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Char2_Wins
cloud,king k. rool,18,10,28,0.6428571428571429,Cloud,King K. Rool,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,67,133,5,3,29,4,130,17,11,3,10.0,24800,2.877,50.62,2.2376,100.0,0.098,2.167,1.155,1.155,1.68,2.145,0.07,,,,,,,,,-33,-2,3,5,-2,10,0,6,2,-7.0,,,,,,,,,Char1_Wins
fox,luigi,9,7,16,0.5625,Fox,Luigi,7,77,3,8,35,2,121,16,3,1,1.0,12000,9.019,46.55,4.830266667,9,97,3,3,40,2,112,8,10,1,9.0,23200,6.593,54.51,4.44425,77.0,0.23,2.402,1.523,1.11,2.1,2.09,0.09,97.0,0.083,1.65,1.134,0.77,1.32,1.815,0.075,-20,0,5,-5,0,9,8,-7,0,-8.0,-20.0,0.14700000000000002,0.7520000000000002,0.389,0.3400000000000001,0.78,0.2749999999999999,0.015,Char1_Wins
bayonetta,king k. rool,5,3,8,0.625,Bayonetta,King K. Rool,63,81,8,4,40,3,153,13,18,2,7.0,13700,7.458,56.0,5.072666667,67,133,5,3,29,4,130,17,11,3,10.0,24800,2.877,50.62,2.2376,81.0,0.12,1.76,0.945,1.019,1.77,1.936,0.095,,,,,,,,,-52,3,1,11,-1,23,-4,7,-1,-3.0,,,,,,,,,Char1_Wins
lucina,luigi,10,2,12,0.8333333333333334,Lucina,Luigi,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,9,97,3,3,40,2,112,8,10,1,9.0,23200,6.593,54.51,4.44425,90.0,0.075,1.964,1.575,1.071,1.58,2.255,0.08,97.0,0.083,1.65,1.134,0.77,1.32,1.815,0.075,-7,3,4,-12,-1,27,8,19,4,-8.0,-7.0,-0.008000000000000007,0.31400000000000006,0.44100000000000006,0.30099999999999993,0.26,0.43999999999999995,0.0050000000000000044,Char1_Wins
joker,pyra mythra,9,4,13,0.6923076923076923,Joker,Pyra Mythra,71,93,8,5,28,3,135,8,41,4,7.0,31000,8.827,41.78,4.3803,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,,,,,,,,,,,,,,,,,-2,5,-3,-2,1,-9,-10,28,-1,-1.0,,,,,,,,,Char1_Wins
fox,pokemon trainer,28,18,46,0.6086956521739131,Fox,Pokemon Trainer,7,77,3,8,35,2,121,16,3,1,1.0,12000,9.019,46.55,4.830266667,33,96,7,5,34,3,132,11,38,3,5.0,19100,7.608,46.59,4.993883333,77.0,0.23,2.402,1.523,1.11,2.1,2.09,0.09,,,,,,,,,-19,-4,3,1,-1,-11,5,-35,-2,-4.0,,,,,,,,,Char1_Wins
luigi,mario,5,8,13,0.3846153846153846,Luigi,Mario,9,97,3,3,40,2,112,8,10,1,9.0,23200,6.593,54.51,4.44425,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,97.0,0.083,1.65,1.134,0.77,1.32,1.815,0.075,98.0,0.087,1.76,1.155,1.208,1.5,1.936,0.08,-1,-1,-2,6,0,-26,-6,-6,0,5.0,-1.0,-0.00399999999999999,-0.1100000000000001,-0.02100000000000013,-0.43799999999999994,-0.17999999999999994,-0.121,-0.0050000000000000044,Char2_Wins
bayonetta,fox,12,3,15,0.8,Bayonetta,Fox,63,81,8,4,40,3,153,13,18,2,7.0,13700,7.458,56.0,5.072666667,7,77,3,8,35,2,121,16,3,1,1.0,12000,9.019,46.55,4.830266667,81.0,0.12,1.76,0.945,1.019,1.77,1.936,0.095,77.0,0.23,2.402,1.523,1.11,2.1,2.09,0.09,4,5,-4,5,1,32,-3,15,1,6.0,4.0,-0.11000000000000001,-0.6420000000000001,-0.578,-0.09100000000000019,-0.33000000000000007,-0.15399999999999991,0.0050000000000000044,Char1_Wins
kazuya,mario,7,3,10,0.7,Kazuya,Mario,80,113,5,1,46,2,116,10,7,1,10.0,22100,8.638,53.49,5.6807,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,,,,,,,,,98.0,0.087,1.76,1.155,1.208,1.5,1.936,0.08,15,1,-4,12,0,-22,-4,-9,0,6.0,,,,,,,,,Char1_Wins
piranha plant,terry,3,3,6,0.5,Piranha Plant,Terry,70,112,4,3,28,4,144,18,18,2,6.0,9300,3.402,46.99,3.6618,74,108,3,3,38,2,125,23,9,1,7.0,31500,7.324,53.67,4.579866667,,,,,,,,,,,,,,,,,4,1,0,-10,2,19,-5,9,1,-1.0,,,,,,,,,Char1_Wins
bowser,wario,8,9,17,0.4705882352941176,Bowser,Wario,14,135,3,6,30,1,130,23,15,3,8.0,27000,5.003,48.49,2.299866667,30,108,7,4,35,1,129,11,32,1,6.0,8200,8.031,45.54,4.354116667,,,,,,,,,107.0,0.107,1.65,0.889,1.271,1.61,1.837,0.12,27,-4,2,-5,0,1,12,-17,2,2.0,,,,,,,,,Char2_Wins
ken,yoshi,8,6,14,0.5714285714285714,Ken,Yoshi,600,103,4,4,35,3,111,23,7,1,4.0,9000,6.319,55.99,5.498233333,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,103.0,0.12,1.76,0.825,1.12,1.6,1.936,0.035,104.0,0.08,2.046,1.208,1.344,1.29,1.98,0.098,-1,-3,-2,6,1,-22,10,-11,-1,-1.0,-1.0,0.039999999999999994,-0.2859999999999998,-0.383,-0.22399999999999998,0.31000000000000005,-0.04400000000000004,-0.063,Char1_Wins
incineroar,pyra mythra,6,2,8,0.75,Incineroar,Pyra Mythra,69,116,2,1,31,1,125,23,15,2,9.0,15600,5.45,50.46,3.262866667,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,,,,,,,,,,,,,,,,,21,-1,-7,1,-1,-19,5,2,-3,1.0,,,,,,,,,Char1_Wins
palutena,zero suit samus,39,34,73,0.5342465753424658,Palutena,Zero Suit Samus,54,91,5,6,29,3,136,26,27,3,5.0,26600,8.143,52.44,2.69545,29,80,9,8,26,2,125,17,27,3,4.0,11000,7.302,44.36,5.009716667,91.0,0.12,2.077,1.271,1.0,1.55,2.035,0.115,,,,,,,,,11,-4,-2,3,1,11,9,0,0,1.0,,,,,,,,,Char1_Wins
pyra mythra,yoshi,10,9,19,0.5263157894736842,Pyra Mythra,Yoshi,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,,,,,,,,,104.0,0.08,2.046,1.208,1.344,1.29,1.98,0.098,-9,-4,2,1,0,11,5,-5,3,3.0,,,,,,,,,Char1_Wins
luigi,zero suit samus,6,4,10,0.6,Luigi,Zero Suit Samus,9,97,3,3,40,2,112,8,10,1,9.0,23200,6.593,54.51,4.44425,29,80,9,8,26,2,125,17,27,3,4.0,11000,7.302,44.36,5.009716667,97.0,0.083,1.65,1.134,0.77,1.32,1.815,0.075,,,,,,,,,17,-6,-5,14,0,-13,-9,-17,-2,5.0,,,,,,,,,Char1_Wins
luigi,pyra mythra,7,1,8,0.875,Luigi,Pyra Mythra,9,97,3,3,40,2,112,8,10,1,9.0,23200,6.593,54.51,4.44425,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,97.0,0.083,1.65,1.134,0.77,1.32,1.815,0.075,,,,,,,,,2,0,-5,10,0,-32,-10,-3,-4,1.0,,,,,,,,,Char1_Wins
metaknight,robin,4,3,7,0.5714285714285714,Meta Knight,Robin,27,80,9,6,33,1,119,12,42,3,2.0,5500,5.792,49.29,4.4992,56,95,5,2,24,5,129,12,18,4,3.0,13500,4.206,57.5,4.72365,80.0,0.11,2.09,1.239,1.04,1.66,2.211,0.075,,,,,,,,,-15,4,4,9,-4,-10,0,24,-1,-1.0,,,,,,,,,Char1_Wins
palutena,robin,18,12,30,0.6,Palutena,Robin,54,91,5,6,29,3,136,26,27,3,5.0,26600,8.143,52.44,2.69545,56,95,5,2,24,5,129,12,18,4,3.0,13500,4.206,57.5,4.72365,91.0,0.12,2.077,1.271,1.0,1.55,2.035,0.115,,,,,,,,,-4,0,4,5,-2,7,14,9,-1,2.0,,,,,,,,,Char1_Wins
incineroar,ken,5,1,6,0.8333333333333334,Incineroar,Ken,69,116,2,1,31,1,125,23,15,2,9.0,15600,5.45,50.46,3.262866667,600,103,4,4,35,3,111,23,7,1,4.0,9000,6.319,55.99,5.498233333,,,,,,,,,103.0,0.12,1.76,0.825,1.12,1.6,1.936,0.035,13,-2,-3,-4,-2,14,0,8,1,5.0,,,,,,,,,Char1_Wins
peach,pyra mythra,11,2,13,0.8461538461538461,Peach,Pyra Mythra,13,89,7,3,40,4,149,18,36,3,4.0,8900,9.04,50.22,5.915266667,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,89.0,0.07,1.595,0.924,1.029,1.19,1.826,0.12,,,,,,,,,-6,4,-5,10,2,5,0,23,-2,-4.0,,,,,,,,,Char1_Wins
kirby,pyra mythra,5,2,7,0.7142857142857143,Kirby,Pyra Mythra,6,79,3,3,31,1,144,8,20,2,2.0,13000,3.633,43.34,2.623533333,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,79.0,0.064,1.727,0.977,0.84,1.23,1.9,0.095,,,,,,,,,-16,0,-5,1,-1,0,-10,7,-3,-6.0,,,,,,,,,Char1_Wins
kirby,peach,5,4,9,0.5555555555555556,Kirby,Peach,6,79,3,3,31,1,144,8,20,2,2.0,13000,3.633,43.34,2.623533333,13,89,7,3,40,4,149,18,36,3,4.0,8900,9.04,50.22,5.915266667,79.0,0.064,1.727,0.977,0.84,1.23,1.9,0.095,89.0,0.07,1.595,0.924,1.029,1.19,1.826,0.12,-10,-4,0,-9,-3,-5,-10,-16,-1,-2.0,-10.0,-0.006000000000000005,0.13200000000000012,0.052999999999999936,-0.18899999999999995,0.040000000000000036,0.07399999999999984,-0.024999999999999994,Char1_Wins
bowser,ganondorf,4,9,13,0.3076923076923077,Bowser,Ganondorf,14,135,3,6,30,1,130,23,15,3,8.0,27000,5.003,48.49,2.299866667,23,118,1,2,26,1,133,10,12,2,5.0,14000,1.467,45.5,2.4744,,,,,,,,,,,,,,,,,17,2,4,4,0,-3,13,3,1,3.0,,,,,,,,,Char2_Wins
ken,ness,10,13,23,0.4347826086956521,Ken,Ness,600,103,4,4,35,3,111,23,7,1,4.0,9000,6.319,55.99,5.498233333,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,103.0,0.12,1.76,0.825,1.12,1.6,1.936,0.035,94.0,0.077,1.609,0.907,1.007,1.31,1.826,0.1,9,-1,1,9,-1,-23,-2,-13,-3,-5.0,9.0,0.043,0.15100000000000002,-0.08200000000000007,0.11300000000000021,0.29000000000000004,0.10999999999999988,-0.065,Char2_Wins
king dedede,roy,14,8,22,0.6363636363636364,King Dedede,Roy,39,127,7,2,28,4,122,28,26,5,10.0,23200,3.009,54.63,2.985166667,25,95,4,7,31,1,122,19,11,4,3.0,18400,8.077,42.01,3.262383333,,,,,,,,,95.0,0.114,2.145,1.208,1.302,1.8,2.2,0.05,32,3,-5,-3,3,0,9,15,1,7.0,,,,,,,,,Char1_Wins
villager,wario,3,5,8,0.375,Villager,Wario,45,92,5,3,21,5,126,20,37,2,6.0,4500,3.776,52.09,3.840683333,30,108,7,4,35,1,129,11,32,1,6.0,8200,8.031,45.54,4.354116667,,,,,,,,,107.0,0.107,1.65,0.889,1.271,1.61,1.837,0.12,-16,-2,-1,-14,4,-3,9,5,1,0.0,,,,,,,,,Char2_Wins
bowser,pichu,11,4,15,0.7333333333333333,Bowser,Pichu,14,135,3,6,30,1,130,23,15,3,8.0,27000,5.003,48.49,2.299866667,19,62,9,5,31,3,138,12,33,2,8.0,5500,5.28,46.68,4.8463,,,,,,,,,62.0,0.14,1.892,1.302,1.029,1.9,1.98,0.1,73,-6,1,-1,-2,-8,11,-18,1,0.0,,,,,,,,,Char1_Wins
sephiroth,wolf,9,5,14,0.6428571428571429,Sephiroth,Wolf,78,79,6,4,25,3,132,15,27,5,6.0,20400,6.722,44.17,3.9665,44,92,5,5,32,2,129,17,22,3,2.0,24000,7.856,45.69,3.151666667,,,,,,,,,92.0,0.13,1.54,1.208,1.281,1.8,2.09,0.09,-13,1,-1,-7,1,3,-2,5,2,4.0,,,,,,,,,Char1_Wins
fox,toon link,16,10,26,0.6153846153846154,Fox,Toon Link,7,77,3,8,35,2,121,16,3,1,1.0,12000,9.019,46.55,4.830266667,43,91,6,5,25,5,138,21,18,4,4.0,9000,6.249,51.7,3.5799,77.0,0.23,2.402,1.523,1.11,2.1,2.09,0.09,,,,,,,,,-14,-3,3,10,-3,-17,-5,-15,-3,-3.0,,,,,,,,,Char1_Wins
king dedede,mario,14,8,22,0.6363636363636364,King Dedede,Mario,39,127,7,2,28,4,122,28,26,5,10.0,23200,3.009,54.63,2.985166667,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,,,,,,,,,98.0,0.087,1.76,1.155,1.208,1.5,1.936,0.08,29,3,-3,-6,2,-16,14,10,4,6.0,,,,,,,,,Char1_Wins
villager,zelda,7,3,10,0.7,Villager,Zelda,45,92,5,3,21,5,126,20,37,2,6.0,4500,3.776,52.09,3.840683333,17,85,7,3,22,5,122,22,16,2,7.0,13200,3.745,52.45,3.349733333,,,,,,,,,85.0,0.071,1.43,0.914,1.092,1.35,1.958,0.065,7,-2,0,-1,0,4,-2,21,0,-1.0,,,,,,,,,Char1_Wins
pichu,roy,11,6,17,0.6470588235294118,Pichu,Roy,19,62,9,5,31,3,138,12,33,2,8.0,5500,5.28,46.68,4.8463,25,95,4,7,31,1,122,19,11,4,3.0,18400,8.077,42.01,3.262383333,62.0,0.14,1.892,1.302,1.029,1.9,1.98,0.1,95.0,0.114,2.145,1.208,1.302,1.8,2.2,0.05,-33,5,-2,0,2,16,-7,22,-2,5.0,-33.0,0.02600000000000001,-0.2530000000000001,0.09400000000000008,-0.27300000000000013,0.09999999999999987,-0.2200000000000002,0.05,Char1_Wins
ganondorf,wolf,18,5,23,0.782608695652174,Ganondorf,Wolf,23,118,1,2,26,1,133,10,12,2,5.0,14000,1.467,45.5,2.4744,44,92,5,5,32,2,129,17,22,3,2.0,24000,7.856,45.69,3.151666667,,,,,,,,,92.0,0.13,1.54,1.208,1.281,1.8,2.09,0.09,26,-4,-3,-6,-1,4,-7,-10,-1,3.0,,,,,,,,,Char1_Wins
roy,villager,2,5,7,0.2857142857142857,Roy,Villager,25,95,4,7,31,1,122,19,11,4,3.0,18400,8.077,42.01,3.262383333,45,92,5,3,21,5,126,20,37,2,6.0,4500,3.776,52.09,3.840683333,95.0,0.114,2.145,1.208,1.302,1.8,2.2,0.05,,,,,,,,,3,-1,4,10,-4,-4,-1,-26,2,-3.0,,,,,,,,,Char2_Wins
roy,sephiroth,6,4,10,0.6,Roy,Sephiroth,25,95,4,7,31,1,122,19,11,4,3.0,18400,8.077,42.01,3.262383333,78,79,6,4,25,3,132,15,27,5,6.0,20400,6.722,44.17,3.9665,95.0,0.114,2.145,1.208,1.302,1.8,2.2,0.05,,,,,,,,,16,-2,3,6,-2,-10,4,-16,-1,-3.0,,,,,,,,,Char1_Wins
byleth,ken,2,3,5,0.4,Byleth,Ken,75,97,5,2,28,2,126,22,21,5,3.0,24700,6.371,42.46,3.583966667,600,103,4,4,35,3,111,23,7,1,4.0,9000,6.319,55.99,5.498233333,,,,,,,,,103.0,0.12,1.76,0.825,1.12,1.6,1.936,0.035,-6,1,-2,-7,-1,15,-1,14,4,-1.0,,,,,,,,,Char2_Wins
king dedede,zelda,11,3,14,0.7857142857142857,King Dedede,Zelda,39,127,7,2,28,4,122,28,26,5,10.0,23200,3.009,54.63,2.985166667,17,85,7,3,22,5,122,22,16,2,7.0,13200,3.745,52.45,3.349733333,,,,,,,,,85.0,0.071,1.43,0.914,1.092,1.35,1.958,0.065,42,0,-1,6,-1,0,6,10,3,3.0,,,,,,,,,Char1_Wins
joker,sephiroth,5,0,5,1.0,Joker,Sephiroth,71,93,8,5,28,3,135,8,41,4,7.0,31000,8.827,41.78,4.3803,78,79,6,4,25,3,132,15,27,5,6.0,20400,6.722,44.17,3.9665,,,,,,,,,,,,,,,,,14,2,1,3,0,3,-7,14,-1,1.0,,,,,,,,,Char1_Wins
byleth,king dedede,5,3,8,0.625,Byleth,King Dedede,75,97,5,2,28,2,126,22,21,5,3.0,24700,6.371,42.46,3.583966667,39,127,7,2,28,4,122,28,26,5,10.0,23200,3.009,54.63,2.985166667,,,,,,,,,,,,,,,,,-30,-2,0,0,-2,4,-6,-5,0,-7.0,,,,,,,,,Char1_Wins
pokemon trainer,zelda,8,10,18,0.4444444444444444,Pokemon Trainer,Zelda,33,96,7,5,34,3,132,11,38,3,5.0,19100,7.608,46.59,4.993883333,17,85,7,3,22,5,122,22,16,2,7.0,13200,3.745,52.45,3.349733333,,,,,,,,,85.0,0.071,1.43,0.914,1.092,1.35,1.958,0.065,11,0,2,12,-2,10,-11,22,1,-2.0,,,,,,,,,Char2_Wins
fox,sephiroth,4,4,8,0.5,Fox,Sephiroth,7,77,3,8,35,2,121,16,3,1,1.0,12000,9.019,46.55,4.830266667,78,79,6,4,25,3,132,15,27,5,6.0,20400,6.722,44.17,3.9665,77.0,0.23,2.402,1.523,1.11,2.1,2.09,0.09,,,,,,,,,-2,-3,4,10,-1,-11,1,-24,-4,-5.0,,,,,,,,,Char1_Wins
toon link,wario,8,11,19,0.4210526315789473,Toon Link,Wario,43,91,6,5,25,5,138,21,18,4,4.0,9000,6.249,51.7,3.5799,30,108,7,4,35,1,129,11,32,1,6.0,8200,8.031,45.54,4.354116667,,,,,,,,,107.0,0.107,1.65,0.889,1.271,1.61,1.837,0.12,-17,-1,1,-10,4,9,10,-14,3,-2.0,,,,,,,,,Char2_Wins
byleth,wario,9,2,11,0.8181818181818182,Byleth,Wario,75,97,5,2,28,2,126,22,21,5,3.0,24700,6.371,42.46,3.583966667,30,108,7,4,35,1,129,11,32,1,6.0,8200,8.031,45.54,4.354116667,,,,,,,,,107.0,0.107,1.65,0.889,1.271,1.61,1.837,0.12,-11,-2,-2,-7,1,-3,11,-11,4,-3.0,,,,,,,,,Char1_Wins
fox,roy,20,3,23,0.8695652173913043,Fox,Roy,7,77,3,8,35,2,121,16,3,1,1.0,12000,9.019,46.55,4.830266667,25,95,4,7,31,1,122,19,11,4,3.0,18400,8.077,42.01,3.262383333,77.0,0.23,2.402,1.523,1.11,2.1,2.09,0.09,95.0,0.114,2.145,1.208,1.302,1.8,2.2,0.05,-18,-1,1,4,1,-1,-3,-8,-3,-2.0,-18.0,0.116,0.2570000000000001,0.31499999999999995,-0.19199999999999995,0.30000000000000004,-0.11000000000000032,0.039999999999999994,Char1_Wins
ness,toon link,20,9,29,0.6896551724137931,Ness,Toon Link,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,43,91,6,5,25,5,138,21,18,4,4.0,9000,6.249,51.7,3.5799,94.0,0.077,1.609,0.907,1.007,1.31,1.826,0.1,,,,,,,,,3,-1,-2,1,-1,-4,4,2,0,5.0,,,,,,,,,Char1_Wins
toon link,zelda,9,2,11,0.8181818181818182,Toon Link,Zelda,43,91,6,5,25,5,138,21,18,4,4.0,9000,6.249,51.7,3.5799,17,85,7,3,22,5,122,22,16,2,7.0,13200,3.745,52.45,3.349733333,,,,,,,,,85.0,0.071,1.43,0.914,1.092,1.35,1.958,0.065,6,-1,2,3,0,16,-1,2,2,-3.0,,,,,,,,,Char1_Wins
fox,zelda,9,11,20,0.45,Fox,Zelda,7,77,3,8,35,2,121,16,3,1,1.0,12000,9.019,46.55,4.830266667,17,85,7,3,22,5,122,22,16,2,7.0,13200,3.745,52.45,3.349733333,77.0,0.23,2.402,1.523,1.11,2.1,2.09,0.09,85.0,0.071,1.43,0.914,1.092,1.35,1.958,0.065,-8,-4,5,13,-3,-1,-6,-13,-1,-6.0,-8.0,0.15900000000000003,0.9720000000000002,0.6089999999999999,0.018000000000000016,0.75,0.1319999999999999,0.024999999999999994,Char2_Wins
roy,toon link,7,9,16,0.4375,Roy,Toon Link,25,95,4,7,31,1,122,19,11,4,3.0,18400,8.077,42.01,3.262383333,43,91,6,5,25,5,138,21,18,4,4.0,9000,6.249,51.7,3.5799,95.0,0.114,2.145,1.208,1.302,1.8,2.2,0.05,,,,,,,,,4,-2,2,6,-4,-16,-2,-7,0,-1.0,,,,,,,,,Char2_Wins
inkling,king k. rool,17,13,30,0.5666666666666667,Inkling,King K. Rool,64,94,9,6,33,3,129,10,38,1,5.0,18000,5.923,48.78,3.723066667,67,133,5,3,29,4,130,17,11,3,10.0,24800,2.877,50.62,2.2376,94.0,0.087,1.925,1.134,1.208,1.58,2.118,0.08,,,,,,,,,-39,4,3,4,-1,-1,-7,27,-2,-5.0,,,,,,,,,Char1_Wins
yoshi,zelda,17,8,25,0.68,Yoshi,Zelda,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,17,85,7,3,22,5,122,22,16,2,7.0,13200,3.745,52.45,3.349733333,104.0,0.08,2.046,1.208,1.344,1.29,1.98,0.098,85.0,0.071,1.43,0.914,1.092,1.35,1.958,0.065,19,0,3,7,-3,11,-9,2,0,-2.0,19.0,0.009000000000000008,0.6159999999999999,0.29399999999999993,0.252,-0.06000000000000005,0.02200000000000002,0.033,Char1_Wins
falco,king dedede,5,3,8,0.625,Falco,King Dedede,20,82,3,5,34,2,128,13,26,3,2.0,20000,6.871,46.45,4.1116,39,127,7,2,28,4,122,28,26,5,10.0,23200,3.009,54.63,2.985166667,82.0,0.13,1.619,1.344,0.977,1.8,2.035,0.1,,,,,,,,,-45,-4,3,6,-2,6,-15,0,-2,-8.0,,,,,,,,,Char1_Wins
ness,steve,5,2,7,0.7142857142857143,Ness,Steve,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,77,92,8,1,35,3,124,13,11,2,10.0,44100,10.474,60.04,5.2954,94.0,0.077,1.609,0.907,1.007,1.31,1.826,0.1,,,,,,,,,2,-3,2,-9,1,10,12,9,2,-1.0,,,,,,,,,Char1_Wins
fox,steve,3,2,5,0.6,Fox,Steve,7,77,3,8,35,2,121,16,3,1,1.0,12000,9.019,46.55,4.830266667,77,92,8,1,35,3,124,13,11,2,10.0,44100,10.474,60.04,5.2954,77.0,0.23,2.402,1.523,1.11,2.1,2.09,0.09,,,,,,,,,-15,-5,7,0,-1,-3,3,-8,-1,-9.0,,,,,,,,,Char1_Wins
sheik,zelda,6,4,10,0.6,Sheik,Zelda,16,78,8,8,28,2,129,14,34,1,1.0,4000,7.115,37.54,5.843616667,17,85,7,3,22,5,122,22,16,2,7.0,13200,3.745,52.45,3.349733333,78.0,0.15,2.42,1.47,1.155,1.75,2.178,0.09,85.0,0.071,1.43,0.914,1.092,1.35,1.958,0.065,-7,1,5,6,-3,7,-8,18,-1,-6.0,-7.0,0.079,0.99,0.5559999999999999,0.06299999999999994,0.3999999999999999,0.21999999999999997,0.024999999999999994,Char1_Wins
bowser,king dedede,6,4,10,0.6,Bowser,King Dedede,14,135,3,6,30,1,130,23,15,3,8.0,27000,5.003,48.49,2.299866667,39,127,7,2,28,4,122,28,26,5,10.0,23200,3.009,54.63,2.985166667,,,,,,,,,,,,,,,,,8,-4,4,2,-3,8,-5,-11,-2,-2.0,,,,,,,,,Char1_Wins
yoshi,young link,5,12,17,0.2941176470588235,Yoshi,Young Link,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,22,88,6,5,31,5,148,18,9,4,7.0,11400,6.694,45.01,3.596683333,104.0,0.08,2.046,1.208,1.344,1.29,1.98,0.098,,,,,,,,,16,1,1,-2,-3,-15,-5,9,-2,-2.0,,,,,,,,,Char2_Wins
bayonetta,roy,8,4,12,0.6666666666666666,Bayonetta,Roy,63,81,8,4,40,3,153,13,18,2,7.0,13700,7.458,56.0,5.072666667,25,95,4,7,31,1,122,19,11,4,3.0,18400,8.077,42.01,3.262383333,81.0,0.12,1.76,0.945,1.019,1.77,1.936,0.095,95.0,0.114,2.145,1.208,1.302,1.8,2.2,0.05,-14,4,-3,9,2,31,-6,7,-2,4.0,-14.0,0.0059999999999999915,-0.385,-0.263,-0.28300000000000014,-0.030000000000000027,-0.26400000000000023,0.045,Char1_Wins
