character_1,character_2,char1_winrate,matchup_binary,weight_diff,recovery_diff,speed_diff,combo_game_diff,projectiles_diff,killpower_diff,ledgetrap_diff,edgeguard_diff,spacing_diff,cheese_diff,Weight_diff,Gravity_diff,Run Maximum Velocity_diff,Walk Maximum Velocity_diff,Maximum Horizontal Air Speed_diff,Maximum Fall Speed_diff,Dash Initial Velocity_diff,Maximum Air Acceleration_diff
incineroar,jigglypuff,0.5555555555555556,Char1_Wins,48,-2,-1,-1,0,-2,19,-40,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banjo & kazooie,toon link,0.3333333333333333,Char2_Wins,15,-2,-1,-1,0,4,-8,2,-1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
isabelle,palutena,0.6666666666666666,Char1_Wins,-3,0,-3,-1,2,-2,-5,-6,-1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jigglypuff,ness,0.6428571428571429,Char1_Wins,-26,-1,-1,6,-3,-7,-21,35,-2,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cloud,toon link,0.6333333333333333,Char1_Wins,9,-3,1,9,-3,2,-4,-1,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pyra mythra,toon link,0.6,Char1_Wins,4,-3,3,5,-3,6,-3,-5,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ness,ness,0.1818181818181818,Char2_Wins,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pichu,zero suit samus,0.6,Char1_Wins,-18,0,-3,5,1,13,-5,6,-1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
peach,samus,0.4166666666666667,Char2_Wins,-19,1,-1,17,-1,1,-11,13,1,0.0,-19.0,-0.0049999999999999,-0.0589999999999999,-0.1909999999999999,-0.074,-0.1400000000000001,-0.044,0.03
isabelle,villager,0.8,Char1_Wins,-4,0,0,7,0,8,1,-16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
metaknight,toon link,0.6,Char1_Wins,-11,3,1,8,-4,-19,-9,24,-1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sheik,zero suit samus,0.4716981132075472,Char2_Wins,-2,-1,0,2,0,4,-3,7,-2,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toon link,villager,0.4230769230769231,Char2_Wins,-1,1,2,4,0,12,1,-19,2,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ness,snake,0.4716981132075472,Char2_Wins,-12,-2,0,6,-1,-5,23,8,3,-1.0,-12.0,-0.003,0.014,0.025,0.0199999999999999,-0.4199999999999999,0.066,0.07
toon link,toon link,0.5833333333333334,Char1_Wins,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ness,sheik,0.35,Char2_Wins,16,-3,-5,-2,2,5,11,-14,3,8.0,16.0,-0.073,-0.8109999999999999,-0.563,-0.1480000000000001,-0.4399999999999999,-0.3519999999999998,0.01
samus,toon link,0.5,Char1_Wins,17,0,-1,-2,0,10,8,5,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pokemon trainer,toon link,0.5714285714285714,Char1_Wins,5,1,0,9,-2,-6,-10,20,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pokemon trainer,shulk,0.88,Char1_Wins,-1,0,1,6,2,11,-2,-3,-2,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
byleth,ness,0.6153846153846154,Char1_Wins,3,0,-1,2,-2,-8,-3,1,1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
byleth,mario,0.6666666666666666,Char1_Wins,-1,1,-3,-6,0,-12,8,5,4,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cloud,ken,0.6,Char1_Wins,-3,-1,2,-1,-1,29,-6,10,4,-1.0,-3.0,-0.0219999999999999,0.4069999999999998,0.33,0.0349999999999999,0.0799999999999998,0.209,0.035
byleth,link,0.5,Char1_Wins,-7,0,-2,3,-3,-7,-1,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ken,link,0.5384615384615384,Char1_Wins,-1,-1,0,10,-2,-22,0,-7,-3,1.0,-1.0,0.0239999999999999,0.2259999999999999,-0.4220000000000001,0.196,0.0,-0.044,-0.015
mario,pokemon trainer,0.7586206896551724,Char1_Wins,2,-3,0,0,-1,6,3,-22,-2,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mario,toon link,0.7142857142857143,Char1_Wins,7,-2,0,9,-3,0,-7,-2,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pikachu,villager,0.5263157894736842,Char1_Wins,-13,4,3,6,-2,19,-11,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pikachu,ryu,0.5714285714285714,Char1_Wins,-24,5,3,-8,0,17,0,36,1,5.0,-24.0,-0.0249999999999999,0.439,0.552,-0.1630000000000001,-0.05,0.2199999999999999,0.065
greninja,luigi,0.3333333333333333,Char2_Wins,-9,2,5,-12,0,13,8,7,3,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ridley,toon link,0.5555555555555556,Char1_Wins,16,-2,0,2,-2,-4,-7,6,-1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greninja,ridley,0.6428571428571429,Char1_Wins,-19,1,3,1,-1,-9,2,-7,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
luigi,toon link,0.6,Char1_Wins,6,-3,-2,15,-3,-26,-13,-8,-3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diddy kong,mario,0.52,Char1_Wins,-8,2,1,-7,2,3,-6,-7,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
samus,zero suit samus,0.4705882352941176,Char2_Wins,28,-3,-4,-3,3,23,12,-4,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diddy kong,ryu,0.75,Char1_Wins,-13,2,3,-8,1,13,-1,7,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lucario,toon link,0.375,Char2_Wins,1,1,1,5,-2,-12,-7,-11,-2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
link,pikachu,0.5357142857142857,Char1_Wins,25,-4,-2,-2,2,-12,14,-24,2,-5.0,25.0,0.001,-0.5050000000000001,-0.0549999999999999,-0.0329999999999999,0.05,0.0,-0.05
link,samus,0.8,Char1_Wins,-4,-1,0,2,0,-15,-6,-9,2,-1.0,-4.0,0.021,-0.1199999999999998,0.1320000000000001,-0.1789999999999999,0.27,0.1099999999999998,-0.0399999999999999
byleth,pokemon trainer,0.6363636363636364,Char1_Wins,1,-2,-3,-6,-1,-6,11,-17,2,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
palutena,toon link,0.6060606060606061,Char1_Wins,0,-1,1,4,-2,-2,5,9,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
palutena,ridley,0.631578947368421,Char1_Wins,-16,1,1,2,0,2,12,3,0,3.0,-16.0,0.03,-0.1230000000000002,0.1709999999999998,-0.05,-0.2299999999999999,0.2350000000000001,0.045
bayonetta,ganondorf,0.7,Char1_Wins,-37,7,2,14,2,20,3,6,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zelda,zero suit samus,0.4615384615384615,Char2_Wins,5,-2,-5,-4,3,-3,5,-11,-1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ganondorf,link,0.7333333333333333,Char1_Wins,14,-4,-2,1,-4,0,-13,-2,-2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cloud,ness,0.6222222222222222,Char1_Wins,6,-2,3,8,-2,6,-8,-3,1,-6.0,6.0,0.021,0.5579999999999998,0.248,0.1480000000000001,0.3699999999999999,0.3189999999999999,-0.03
greninja,mario,0.5,Char1_Wins,-10,1,3,-6,0,-13,2,1,3,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
villager,wolf,0.7368421052631579,Char1_Wins,0,0,-2,-11,3,-3,3,15,-1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
link,mario,0.7857142857142857,Char1_Wins,6,1,-1,-9,3,-5,9,-2,3,-1.0,6.0,0.009,-0.2259999999999999,0.092,-0.2839999999999999,0.1,0.044,-0.03
ness,ryu,0.8,Char1_Wins,-9,1,0,-9,1,6,16,18,3,6.0,-9.0,-0.043,0.0089999999999998,0.157,-0.1130000000000002,-0.29,0.066,0.065
mario,snake,0.625,Char1_Wins,-8,-3,2,14,-3,-1,12,4,0,-6.0,-8.0,0.0069999999999999,0.165,0.273,0.2209999999999999,-0.2299999999999999,0.1759999999999999,0.05
mario,ness,0.8333333333333334,Char1_Wins,4,-1,2,8,-2,4,-11,-4,-3,-5.0,4.0,0.0099999999999999,0.151,0.248,0.201,0.1899999999999999,0.1099999999999998,-0.02
snake,zero suit samus,0.594059405940594,Char1_Wins,26,-2,-5,-6,3,14,-15,-15,-2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shulk,snake,0.5483870967741935,Char1_Wins,-9,0,1,8,-4,-18,11,29,4,-2.0,-9.0,0.018,0.0769999999999999,0.273,0.126,-0.1499999999999999,0.1100000000000001,0.02
sonic,wolf,0.631578947368421,Char1_Wins,-6,3,4,-2,-1,10,-3,11,-1,7.0,-6.0,-0.04,2.31,0.236,-0.0729999999999999,-0.1500000000000001,0.2200000000000002,-0.0399999999999999
king dedede,link,0.625,Char1_Wins,23,2,-2,3,-1,-11,5,12,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ganondorf,greninja,0.4545454545454545,Char2_Wins,30,-4,-6,-2,-1,8,-6,-5,-2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
link,sonic,0.5652173913043478,Char1_Wins,18,-3,-5,-5,4,-6,9,-19,2,-6.0,18.0,0.006,-2.316,-0.1969999999999998,-0.2839999999999999,-0.0499999999999998,-0.33,0.0
greninja,villager,0.5555555555555556,Char1_Wins,-4,0,5,7,-3,-1,-4,-20,2,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cloud,mario,0.5,Char1_Wins,2,-1,1,0,0,2,3,1,4,-1.0,2.0,0.011,0.4069999999999998,0.0,-0.0529999999999999,0.1799999999999999,0.209,-0.0099999999999999
ryu,sonic,0.8571428571428571,Char1_Wins,17,-4,-6,5,2,-11,-5,-31,-1,-6.0,17.0,0.03,-2.25,-0.694,-0.0879999999999998,-0.0499999999999998,-0.55,-0.015
mario,villager,0.5555555555555556,Char1_Wins,6,-1,2,13,-3,12,-6,-21,-1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mario,palutena,0.7241379310344828,Char1_Wins,7,-1,-1,5,-1,2,-12,-11,-2,-1.0,7.0,-0.033,-0.3169999999999999,-0.1159999999999998,0.2079999999999999,-0.05,-0.0990000000000002,-0.035
roy,yoshi,0.6052631578947368,Char1_Wins,-9,-3,1,2,-1,-11,6,-7,2,-2.0,-9.0,0.034,0.0990000000000002,0.0,-0.042,0.51,0.2200000000000002,-0.048
luigi,wolf,0.7,Char1_Wins,5,-2,-2,8,0,-17,-9,-12,-2,7.0,5.0,-0.047,0.1099999999999998,-0.074,-0.5109999999999999,-0.48,-0.2749999999999999,-0.015
diddy kong,yoshi,0.6551724137931034,Char1_Wins,-14,-1,0,-2,2,8,-5,-9,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ike,palutena,0.8157894736842105,Char1_Wins,17,1,-3,0,-2,-18,-21,-19,2,-4.0,16.0,-0.0279999999999999,-0.5700000000000001,-0.3589999999999999,0.1339999999999999,0.0999999999999998,-0.2200000000000002,-0.065
joker,young link,0.5,Char1_Wins,5,2,0,-3,-2,-13,-10,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayonetta,ike,0.5384615384615384,Char1_Wins,-27,2,1,11,2,35,8,10,-3,6.0,-26.0,0.0279999999999999,0.2530000000000001,0.0329999999999999,-0.1149999999999999,0.1200000000000001,0.121,0.045
ike,wolf,0.5757575757575758,Char1_Wins,16,1,-2,-3,-1,-11,-12,-14,2,-1.0,15.0,-0.038,-0.0330000000000001,-0.2959999999999999,-0.147,-0.1500000000000001,-0.2749999999999999,-0.0399999999999999
ike,joker,0.5882352941176471,Char1_Wins,15,-2,-2,1,-2,-17,-3,-33,1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mario,mewtwo,0.7692307692307693,Char1_Wins,20,-2,-2,6,-2,10,-3,-4,-4,1.0,19.0,0.0049999999999999,-0.4949999999999999,-0.1049999999999999,-0.1049999999999999,-0.05,-0.3189999999999999,0.0099999999999999
mewtwo,roy,0.8571428571428571,Char1_Wins,-17,2,0,-3,3,6,-2,9,1,0.0,-16.0,-0.032,0.1099999999999998,0.052,0.0109999999999998,-0.25,0.0549999999999997,0.02
mewtwo,young link,0.75,Char1_Wins,-10,0,2,-3,-1,-20,-1,11,1,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
palutena,yoshi,0.5616438356164384,Char1_Wins,-13,-2,0,0,1,3,13,9,1,0.0,-13.0,0.0399999999999999,0.0310000000000001,0.0629999999999999,-0.3440000000000001,0.26,0.0550000000000001,0.017
palutena,young link,0.6857142857142857,Char1_Wins,3,-1,1,-2,-2,-12,8,18,-1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ike,snake,0.723404255319149,Char1_Wins,2,-1,0,9,-4,-21,3,-4,4,-9.0,1.0,0.0119999999999999,-0.088,0.03,0.1469999999999999,-0.08,0.0549999999999999,0.02
diddy kong,ganondorf,0.5384615384615384,Char1_Wins,-28,5,4,1,3,8,-2,-3,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cloud,luigi,0.6190476190476191,Char1_Wins,3,0,3,-6,0,28,9,7,4,-6.0,3.0,0.015,0.5169999999999999,0.0210000000000001,0.385,0.3599999999999999,0.33,-0.0049999999999999
king k. rool,pikachu,0.7777777777777778,Char1_Wins,54,-4,-3,2,1,-15,8,-27,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
luigi,shulk,0.5,Char1_Wins,0,-4,-1,12,1,-9,-5,-31,-4,1.0,0.0,-0.015,-0.022,-0.0210000000000001,-0.3429999999999999,-0.26,-0.0550000000000001,0.0249999999999999
fox,sonic,0.5918367346938775,Char1_Wins,-9,-5,-1,5,1,-18,2,-30,-1,-8.0,-9.0,0.14,-1.448,0.0789999999999999,-0.0979999999999998,0.4500000000000002,-0.2200000000000002,0.0399999999999999
pikachu,sonic,0.625,Char1_Wins,-7,1,-3,-3,2,6,-5,5,0,-1.0,-7.0,0.005,-1.811,-0.1419999999999999,-0.251,-0.0999999999999998,-0.33,0.05
sonic,sonic,0.2727272727272727,Char2_Wins,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cloud,king k. rool,0.6428571428571429,Char1_Wins,-33,-2,3,5,-2,10,0,6,2,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fox,luigi,0.5625,Char1_Wins,-20,0,5,-5,0,9,8,-7,0,-8.0,-20.0,0.147,0.7520000000000002,0.389,0.3400000000000001,0.78,0.2749999999999999,0.015
bayonetta,king k. rool,0.625,Char1_Wins,-52,3,1,11,-1,23,-4,7,-1,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lucina,luigi,0.8333333333333334,Char1_Wins,-7,3,4,-12,-1,27,8,19,4,-8.0,-7.0,-0.008,0.314,0.441,0.3009999999999999,0.26,0.4399999999999999,0.005
joker,pyra mythra,0.6923076923076923,Char1_Wins,-2,5,-3,-2,1,-9,-10,28,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fox,pokemon trainer,0.6086956521739131,Char1_Wins,-19,-4,3,1,-1,-11,5,-35,-2,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
luigi,mario,0.3846153846153846,Char2_Wins,-1,-1,-2,6,0,-26,-6,-6,0,5.0,-1.0,-0.0039999999999999,-0.1100000000000001,-0.0210000000000001,-0.4379999999999999,-0.1799999999999999,-0.121,-0.005
bayonetta,fox,0.8,Char1_Wins,4,5,-4,5,1,32,-3,15,1,6.0,4.0,-0.11,-0.6420000000000001,-0.578,-0.0910000000000001,-0.33,-0.1539999999999999,0.005
kazuya,mario,0.7,Char1_Wins,15,1,-4,12,0,-22,-4,-9,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
piranha plant,terry,0.5,Char1_Wins,4,1,0,-10,2,19,-5,9,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bowser,wario,0.4705882352941176,Char2_Wins,27,-4,2,-5,0,1,12,-17,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ken,yoshi,0.5714285714285714,Char1_Wins,-1,-3,-2,6,1,-22,10,-11,-1,-1.0,-1.0,0.0399999999999999,-0.2859999999999998,-0.383,-0.2239999999999999,0.31,-0.044,-0.063
incineroar,pyra mythra,0.75,Char1_Wins,21,-1,-7,1,-1,-19,5,2,-3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
palutena,zero suit samus,0.5342465753424658,Char1_Wins,11,-4,-2,3,1,11,9,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pyra mythra,yoshi,0.5263157894736842,Char1_Wins,-9,-4,2,1,0,11,5,-5,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
luigi,zero suit samus,0.6,Char1_Wins,17,-6,-5,14,0,-13,-9,-17,-2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
luigi,pyra mythra,0.875,Char1_Wins,2,0,-5,10,0,-32,-10,-3,-4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
metaknight,robin,0.5714285714285714,Char1_Wins,-15,4,4,9,-4,-10,0,24,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
palutena,robin,0.6,Char1_Wins,-4,0,4,5,-2,7,14,9,-1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
incineroar,ken,0.8333333333333334,Char1_Wins,13,-2,-3,-4,-2,14,0,8,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
peach,pyra mythra,0.8461538461538461,Char1_Wins,-6,4,-5,10,2,5,0,23,-2,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kirby,pyra mythra,0.7142857142857143,Char1_Wins,-16,0,-5,1,-1,0,-10,7,-3,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kirby,peach,0.5555555555555556,Char1_Wins,-10,-4,0,-9,-3,-5,-10,-16,-1,-2.0,-10.0,-0.006,0.1320000000000001,0.0529999999999999,-0.1889999999999999,0.04,0.0739999999999998,-0.0249999999999999
bowser,ganondorf,0.3076923076923077,Char2_Wins,17,2,4,4,0,-3,13,3,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ken,ness,0.4347826086956521,Char2_Wins,9,-1,1,9,-1,-23,-2,-13,-3,-5.0,9.0,0.043,0.151,-0.082,0.1130000000000002,0.29,0.1099999999999998,-0.065
king dedede,roy,0.6363636363636364,Char1_Wins,32,3,-5,-3,3,0,9,15,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
villager,wario,0.375,Char2_Wins,-16,-2,-1,-14,4,-3,9,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bowser,pichu,0.7333333333333333,Char1_Wins,73,-6,1,-1,-2,-8,11,-18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sephiroth,wolf,0.6428571428571429,Char1_Wins,-13,1,-1,-7,1,3,-2,5,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fox,toon link,0.6153846153846154,Char1_Wins,-14,-3,3,10,-3,-17,-5,-15,-3,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
king dedede,mario,0.6363636363636364,Char1_Wins,29,3,-3,-6,2,-16,14,10,4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
villager,zelda,0.7,Char1_Wins,7,-2,0,-1,0,4,-2,21,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pichu,roy,0.6470588235294118,Char1_Wins,-33,5,-2,0,2,16,-7,22,-2,5.0,-33.0,0.026,-0.2530000000000001,0.094,-0.2730000000000001,0.0999999999999998,-0.2200000000000002,0.05
ganondorf,wolf,0.782608695652174,Char1_Wins,26,-4,-3,-6,-1,4,-7,-10,-1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roy,villager,0.2857142857142857,Char2_Wins,3,-1,4,10,-4,-4,-1,-26,2,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roy,sephiroth,0.6,Char1_Wins,16,-2,3,6,-2,-10,4,-16,-1,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
byleth,ken,0.4,Char2_Wins,-6,1,-2,-7,-1,15,-1,14,4,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
king dedede,zelda,0.7857142857142857,Char1_Wins,42,0,-1,6,-1,0,6,10,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joker,sephiroth,1.0,Char1_Wins,14,2,1,3,0,3,-7,14,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
byleth,king dedede,0.625,Char1_Wins,-30,-2,0,0,-2,4,-6,-5,0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pokemon trainer,zelda,0.4444444444444444,Char2_Wins,11,0,2,12,-2,10,-11,22,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fox,sephiroth,0.5,Char1_Wins,-2,-3,4,10,-1,-11,1,-24,-4,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toon link,wario,0.4210526315789473,Char2_Wins,-17,-1,1,-10,4,9,10,-14,3,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
byleth,wario,0.8181818181818182,Char1_Wins,-11,-2,-2,-7,1,-3,11,-11,4,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fox,roy,0.8695652173913043,Char1_Wins,-18,-1,1,4,1,-1,-3,-8,-3,-2.0,-18.0,0.116,0.2570000000000001,0.3149999999999999,-0.1919999999999999,0.3,-0.1100000000000003,0.0399999999999999
ness,toon link,0.6896551724137931,Char1_Wins,3,-1,-2,1,-1,-4,4,2,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toon link,zelda,0.8181818181818182,Char1_Wins,6,-1,2,3,0,16,-1,2,2,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fox,zelda,0.45,Char2_Wins,-8,-4,5,13,-3,-1,-6,-13,-1,-6.0,-8.0,0.159,0.9720000000000002,0.6089999999999999,0.018,0.75,0.1319999999999999,0.0249999999999999
roy,toon link,0.4375,Char2_Wins,4,-2,2,6,-4,-16,-2,-7,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inkling,king k. rool,0.5666666666666667,Char1_Wins,-39,4,3,4,-1,-1,-7,27,-2,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yoshi,zelda,0.68,Char1_Wins,19,0,3,7,-3,11,-9,2,0,-2.0,19.0,0.009,0.6159999999999999,0.2939999999999999,0.252,-0.06,0.022,0.033
falco,king dedede,0.625,Char1_Wins,-45,-4,3,6,-2,6,-15,0,-2,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ness,steve,0.7142857142857143,Char1_Wins,2,-3,2,-9,1,10,12,9,2,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fox,steve,0.6,Char1_Wins,-15,-5,7,0,-1,-3,3,-8,-1,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sheik,zelda,0.6,Char1_Wins,-7,1,5,6,-3,7,-8,18,-1,-6.0,-7.0,0.079,0.99,0.5559999999999999,0.0629999999999999,0.3999999999999999,0.2199999999999999,0.0249999999999999
bowser,king dedede,0.6,Char1_Wins,8,-4,4,2,-3,8,-5,-11,-2,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yoshi,young link,0.2941176470588235,Char2_Wins,16,1,1,-2,-3,-15,-5,9,-2,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayonetta,roy,0.6666666666666666,Char1_Wins,-14,4,-3,9,2,31,-6,7,-2,4.0,-14.0,0.0059999999999999,-0.385,-0.263,-0.2830000000000001,-0.03,-0.2640000000000002,0.045
falco,sheik,0.5263157894736842,Char1_Wins,4,-5,-3,6,0,-1,-1,-8,2,1.0,4.0,-0.0199999999999999,-0.8009999999999999,-0.1259999999999999,-0.178,0.05,-0.1429999999999998,0.01
king dedede,toon link,0.5454545454545454,Char1_Wins,36,1,-3,3,-1,-16,7,8,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mario,zelda,0.7142857142857143,Char1_Wins,13,-3,2,12,-3,16,-8,0,-1,-3.0,13.0,0.016,0.33,0.241,0.1159999999999998,0.1499999999999999,-0.022,0.015
mario,young link,0.6,Char1_Wins,10,-2,0,3,-3,-10,-4,7,-3,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ken,king dedede,0.5714285714285714,Char1_Wins,-24,-3,2,7,-1,-11,-5,-19,-4,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
king dedede,young link,0.5625,Char1_Wins,39,1,-3,-3,-1,-26,10,17,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diddy kong,roy,0.7586206896551724,Char1_Wins,-5,2,-1,-4,3,19,-11,-2,-2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diddy kong,steve,0.6,Char1_Wins,-2,-2,5,-8,1,17,-5,-2,0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
falco,toon link,0.6818181818181818,Char1_Wins,-9,-3,0,9,-3,-10,-8,8,-1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diddy kong,kazuya,0.8571428571428571,Char1_Wins,-23,1,5,-19,2,25,-2,2,1,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
byleth,fox,1.0,Char1_Wins,20,2,-6,-7,0,5,6,18,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
falco,fox,0.6363636363636364,Char1_Wins,5,0,-3,-1,0,7,-3,23,2,1.0,5.0,-0.1,-0.7830000000000001,-0.1789999999999998,-0.1330000000000001,-0.3,-0.0549999999999997,0.01
toon link,yoshi,0.5416666666666666,Char1_Wins,-13,-1,-1,-4,3,5,8,0,2,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
