character_1,character_2,char1_wins,char2_wins,total_games,char1_winrate,char1_normalized,char2_normalized,id_char1,weight_char1,recovery_char1,speed_char1,combo_game_char1,projectiles_char1,killpower_char1,ledgetrap_char1,edgeguard_char1,spacing_char1,cheese_char1,popularity_char1,pro_scene_char1,online_winrate_char1,easy_char1,id_char2,weight_char2,recovery_char2,speed_char2,combo_game_char2,projectiles_char2,killpower_char2,ledgetrap_char2,edgeguard_char2,spacing_char2,cheese_char2,popularity_char2,pro_scene_char2,online_winrate_char2,easy_char2,weight_diff,recovery_diff,speed_diff,combo_game_diff,projectiles_diff,killpower_diff,ledgetrap_diff,edgeguard_diff,spacing_diff,cheese_diff
hero,lucina,6,1,7,0.8571428571428571,Hero,Lucina,72,101,7,4,25,4,127,12,16,5,10.0,19200,6.348,51.1,3.719466667,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,11,1,-3,-3,3,-12,-4,-13,0,9.0
pokemon trainer,terry,4,2,6,0.6666666666666666,Pokemon Trainer,Terry,33,96,7,5,34,3,132,11,38,3,5.0,19100,7.608,46.59,4.993883333,74,108,3,3,38,2,125,23,9,1,7.0,31500,7.324,53.67,4.579866667,-12,4,2,-4,1,7,-12,29,2,-2.0
sheik,wolf,10,3,13,0.7692307692307693,Sheik,Wolf,16,78,8,8,28,2,129,14,34,1,1.0,4000,7.115,37.54,5.843616667,44,92,5,5,32,2,129,17,22,3,2.0,24000,7.856,45.69,3.151666667,-14,3,3,-4,0,0,-3,12,-2,-1.0
ice climbers,joker,4,1,5,0.8,Ice Climbers,Joker,15,92,4,2,41,2,138,22,1,3,7.0,6000,5.505,50.91,6.206133333,71,93,8,5,28,3,135,8,41,4,7.0,31000,8.827,41.78,4.3803,-1,-4,-3,13,-1,3,14,-40,-1,0.0
lucas,snake,12,5,17,0.7058823529411765,Lucas,Snake,37,94,6,4,29,4,150,15,30,4,6.0,14500,4.773,52.91,3.9585,31,106,7,3,20,5,139,2,12,1,10.0,22500,9.698,58.57,5.0671,-12,-1,1,9,-1,11,13,18,3,-4.0
hero,jigglypuff,5,0,5,1.0,Hero,Jigglypuff,72,101,7,4,25,4,127,12,16,5,10.0,19200,6.348,51.1,3.719466667,12,68,4,2,32,1,127,4,55,2,4.0,21300,4.992,42.86,3.971116667,33,3,2,-7,3,0,8,-39,3,6.0
palutena,sheik,12,14,26,0.4615384615384615,Palutena,Sheik,54,91,5,6,29,3,136,26,27,3,5.0,26600,8.143,52.44,2.69545,16,78,8,8,28,2,129,14,34,1,1.0,4000,7.115,37.54,5.843616667,13,-3,-2,1,1,7,12,-7,2,4.0
ice climbers,palutena,6,7,13,0.4615384615384615,Ice Climbers,Palutena,15,92,4,2,41,2,138,22,1,3,7.0,6000,5.505,50.91,6.206133333,54,91,5,6,29,3,136,26,27,3,5.0,26600,8.143,52.44,2.69545,1,-1,-4,12,-1,2,-4,-26,0,2.0
joker,kirby,9,6,15,0.6,Joker,Kirby,71,93,8,5,28,3,135,8,41,4,7.0,31000,8.827,41.78,4.3803,6,79,3,3,31,1,144,8,20,2,2.0,13000,3.633,43.34,2.623533333,14,5,2,-3,2,-9,0,21,2,5.0
pokemon trainer,rosalina & luma,8,6,14,0.5714285714285714,Pokemon Trainer,Rosalina & Luma,33,96,7,5,34,3,132,11,38,3,5.0,19100,7.608,46.59,4.993883333,48,82,5,5,26,4,143,17,10,4,8.0,6100,6.364,51.26,5.343966667,14,2,0,8,-1,-11,-6,28,-1,-3.0
kirby,wolf,17,7,24,0.7083333333333334,Kirby,Wolf,6,79,3,3,31,1,144,8,20,2,2.0,13000,3.633,43.34,2.623533333,44,92,5,5,32,2,129,17,22,3,2.0,24000,7.856,45.69,3.151666667,-13,-2,-2,-1,-1,15,-9,-2,-1,0.0
jigglypuff,sheik,2,3,5,0.4,Jigglypuff,Sheik,12,68,4,2,32,1,127,4,55,2,4.0,21300,4.992,42.86,3.971116667,16,78,8,8,28,2,129,14,34,1,1.0,4000,7.115,37.54,5.843616667,-10,-4,-6,4,-1,-2,-10,21,1,3.0
ice climbers,sheik,6,2,8,0.75,Ice Climbers,Sheik,15,92,4,2,41,2,138,22,1,3,7.0,6000,5.505,50.91,6.206133333,16,78,8,8,28,2,129,14,34,1,1.0,4000,7.115,37.54,5.843616667,14,-4,-6,13,0,9,8,-33,2,6.0
joker,rosalina & luma,6,4,10,0.6,Joker,Rosalina & Luma,71,93,8,5,28,3,135,8,41,4,7.0,31000,8.827,41.78,4.3803,48,82,5,5,26,4,143,17,10,4,8.0,6100,6.364,51.26,5.343966667,11,3,0,2,-1,-8,-9,31,0,-1.0
joker,ridley,10,3,13,0.7692307692307693,Joker,Ridley,71,93,8,5,28,3,135,8,41,4,7.0,31000,8.827,41.78,4.3803,65,107,4,5,27,3,134,14,24,3,2.0,10500,4.521,47.78,3.290333333,-14,4,0,1,0,1,-6,17,1,5.0
palutena,shulk,22,19,41,0.5365853658536586,Palutena,Shulk,54,91,5,6,29,3,136,26,27,3,5.0,26600,8.143,52.44,2.69545,57,97,7,4,28,1,121,13,41,5,8.0,6500,7.558,47.24,5.4805,-6,-2,2,1,2,15,13,-14,-2,-3.0
jigglypuff,snake,11,3,14,0.7857142857142857,Jigglypuff,Snake,12,68,4,2,32,1,127,4,55,2,4.0,21300,4.992,42.86,3.971116667,31,106,7,3,20,5,139,2,12,1,10.0,22500,9.698,58.57,5.0671,-38,-3,-1,12,-4,-12,2,43,1,-6.0
toon link,zero suit samus,17,8,25,0.68,Toon Link,Zero Suit Samus,43,91,6,5,25,5,138,21,18,4,4.0,9000,6.249,51.7,3.5799,29,80,9,8,26,2,125,17,27,3,4.0,11000,7.302,44.36,5.009716667,11,-3,-3,-1,3,13,4,-9,1,0.0
fox,ness,22,21,43,0.5116279069767442,Fox,Ness,7,77,3,8,35,2,121,16,3,1,1.0,12000,9.019,46.55,4.830266667,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,-17,-2,5,9,-2,-13,-9,-17,-3,-8.0
chrom,pichu,3,6,9,0.3333333333333333,Chrom,Pichu,250,95,2,7,28,1,122,26,17,4,2.0,6600,5.222,45.24,3.10025,19,62,9,5,31,3,138,12,33,2,8.0,5500,5.28,46.68,4.8463,33,-7,2,-3,-2,-16,14,-16,2,-6.0
sora,zero suit samus,7,5,12,0.5833333333333334,Sora,Zero Suit Samus,81,85,8,3,29,3,139,14,16,5,7.0,23100,8.078,45.59,3.2794,29,80,9,8,26,2,125,17,27,3,4.0,11000,7.302,44.36,5.009716667,5,-1,-5,3,1,14,-3,-11,2,3.0
palutena,snake,64,34,98,0.6530612244897959,Palutena,Snake,54,91,5,6,29,3,136,26,27,3,5.0,26600,8.143,52.44,2.69545,31,106,7,3,20,5,139,2,12,1,10.0,22500,9.698,58.57,5.0671,-15,-2,3,9,-2,-3,24,15,2,-5.0
banjo & kazooie,wolf,7,4,11,0.6363636363636364,Banjo & Kazooie,Wolf,73,106,4,4,24,5,142,13,20,3,7.0,15700,4.674,51.45,3.542166667,44,92,5,5,32,2,129,17,22,3,2.0,24000,7.856,45.69,3.151666667,14,-1,-1,-8,3,13,-4,-2,0,5.0
corrin,zelda,10,2,12,0.8333333333333334,Corrin,Zelda,62,98,4,4,34,2,129,11,23,5,1.0,8500,7.382,43.97,3.48005,17,85,7,3,22,5,122,22,16,2,7.0,13200,3.745,52.45,3.349733333,13,-3,1,12,-3,7,-11,7,3,-6.0
megaman,pyra mythra,14,6,20,0.7,Megaman,Pyra Mythra,46,102,8,5,22,5,134,14,25,2,5.0,7500,6.163,50.75,4.9315,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,7,5,-3,-8,3,-10,-4,12,-3,-3.0
cloud,shulk,14,10,24,0.5833333333333334,Cloud,Shulk,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,57,97,7,4,28,1,121,13,41,5,8.0,6500,7.558,47.24,5.4805,3,-4,2,6,1,19,4,-24,0,-5.0
peach,zero suit samus,17,3,20,0.85,Peach,Zero Suit Samus,13,89,7,3,40,4,149,18,36,3,4.0,8900,9.04,50.22,5.915266667,29,80,9,8,26,2,125,17,27,3,4.0,11000,7.302,44.36,5.009716667,9,-2,-5,14,2,24,1,9,0,0.0
snake,snake,23,30,53,0.4339622641509434,Snake,Snake,31,106,7,3,20,5,139,2,12,1,10.0,22500,9.698,58.57,5.0671,31,106,7,3,20,5,139,2,12,1,10.0,22500,9.698,58.57,5.0671,0,0,0,0,0,0,0,0,0,0.0
banjo & kazooie,pyra mythra,3,2,5,0.6,Banjo & Kazooie,Pyra Mythra,73,106,4,4,24,5,142,13,20,3,7.0,15700,4.674,51.45,3.542166667,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,11,1,-4,-6,3,-2,-5,7,-2,-1.0
peach,sonic,18,8,26,0.6923076923076923,Peach,Sonic,13,89,7,3,40,4,149,18,36,3,4.0,8900,9.04,50.22,5.915266667,38,86,8,9,30,1,139,14,33,2,9.0,23600,10.315,53.54,3.268183333,3,-1,-6,10,3,10,4,3,1,-5.0
villager,zero suit samus,25,12,37,0.6756756756756757,Villager,Zero Suit Samus,45,92,5,3,21,5,126,20,37,2,6.0,4500,3.776,52.09,3.840683333,29,80,9,8,26,2,125,17,27,3,4.0,11000,7.302,44.36,5.009716667,12,-4,-5,-5,3,1,3,10,-1,2.0
metaknight,pokemon trainer,10,4,14,0.7142857142857143,Meta Knight,Pokemon Trainer,27,80,9,6,33,1,119,12,42,3,2.0,5500,5.792,49.29,4.4992,33,96,7,5,34,3,132,11,38,3,5.0,19100,7.608,46.59,4.993883333,-16,2,1,-1,-2,-13,1,4,0,-3.0
sheik,toon link,12,3,15,0.8,Sheik,Toon Link,16,78,8,8,28,2,129,14,34,1,1.0,4000,7.115,37.54,5.843616667,43,91,6,5,25,5,138,21,18,4,4.0,9000,6.249,51.7,3.5799,-13,2,3,3,-3,-9,-7,16,-3,-3.0
joker,pichu,9,8,17,0.5294117647058824,Joker,Pichu,71,93,8,5,28,3,135,8,41,4,7.0,31000,8.827,41.78,4.3803,19,62,9,5,31,3,138,12,33,2,8.0,5500,5.28,46.68,4.8463,31,-1,0,-3,0,-3,-4,8,2,-1.0
pokemon trainer,zero suit samus,34,9,43,0.7906976744186046,Pokemon Trainer,Zero Suit Samus,33,96,7,5,34,3,132,11,38,3,5.0,19100,7.608,46.59,4.993883333,29,80,9,8,26,2,125,17,27,3,4.0,11000,7.302,44.36,5.009716667,16,-2,-3,8,1,7,-6,11,0,1.0
joker,toon link,15,11,26,0.5769230769230769,Joker,Toon Link,71,93,8,5,28,3,135,8,41,4,7.0,31000,8.827,41.78,4.3803,43,91,6,5,25,5,138,21,18,4,4.0,9000,6.249,51.7,3.5799,2,2,0,3,-2,-3,-13,23,0,3.0
joker,sonic,26,15,41,0.6341463414634146,Joker,Sonic,71,93,8,5,28,3,135,8,41,4,7.0,31000,8.827,41.78,4.3803,38,86,8,9,30,1,139,14,33,2,9.0,23600,10.315,53.54,3.268183333,7,0,-4,-2,2,-4,-6,8,2,-2.0
link,young link,15,4,19,0.7894736842105263,Link,Young Link,3,104,5,4,25,5,133,23,14,4,3.0,18000,5.143,48.39,4.2915,22,88,6,5,31,5,148,18,9,4,7.0,11400,6.694,45.01,3.596683333,16,-1,-1,-6,0,-15,5,5,0,-4.0
incineroar,jigglypuff,5,4,9,0.5555555555555556,Incineroar,Jigglypuff,69,116,2,1,31,1,125,23,15,2,9.0,15600,5.45,50.46,3.262866667,12,68,4,2,32,1,127,4,55,2,4.0,21300,4.992,42.86,3.971116667,48,-2,-1,-1,0,-2,19,-40,0,5.0
banjo & kazooie,toon link,2,4,6,0.3333333333333333,Banjo & Kazooie,Toon Link,73,106,4,4,24,5,142,13,20,3,7.0,15700,4.674,51.45,3.542166667,43,91,6,5,25,5,138,21,18,4,4.0,9000,6.249,51.7,3.5799,15,-2,-1,-1,0,4,-8,2,-1,3.0
isabelle,palutena,10,5,15,0.6666666666666666,Isabelle,Palutena,68,88,5,3,28,5,134,21,21,2,7.0,9000,4.12,52.89,3.70535,54,91,5,6,29,3,136,26,27,3,5.0,26600,8.143,52.44,2.69545,-3,0,-3,-1,2,-2,-5,-6,-1,2.0
jigglypuff,ness,9,5,14,0.6428571428571429,Jigglypuff,Ness,12,68,4,2,32,1,127,4,55,2,4.0,21300,4.992,42.86,3.971116667,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,-26,-1,-1,6,-3,-7,-21,35,-2,-5.0
cloud,toon link,19,11,30,0.6333333333333333,Cloud,Toon Link,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,43,91,6,5,25,5,138,21,18,4,4.0,9000,6.249,51.7,3.5799,9,-3,1,9,-3,2,-4,-1,1,-1.0
pyra mythra,toon link,9,6,15,0.6,Pyra Mythra,Toon Link,79,95,3,8,30,2,144,18,13,5,8.0,35300,9.631,45.07,2.4625,43,91,6,5,25,5,138,21,18,4,4.0,9000,6.249,51.7,3.5799,4,-3,3,5,-3,6,-3,-5,1,4.0
ness,ness,2,9,11,0.1818181818181818,Ness,Ness,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,0,0,0,0,0,0,0,0,0,0.0
pichu,zero suit samus,12,8,20,0.6,Pichu,Zero Suit Samus,19,62,9,5,31,3,138,12,33,2,8.0,5500,5.28,46.68,4.8463,29,80,9,8,26,2,125,17,27,3,4.0,11000,7.302,44.36,5.009716667,-18,0,-3,5,1,13,-5,6,-1,4.0
peach,samus,5,7,12,0.4166666666666667,Peach,Samus,13,89,7,3,40,4,149,18,36,3,4.0,8900,9.04,50.22,5.915266667,4,108,6,4,23,5,148,29,23,2,4.0,24000,8.262,51.32,3.338766667,-19,1,-1,17,-1,1,-11,13,1,0.0
isabelle,villager,4,1,5,0.8,Isabelle,Villager,68,88,5,3,28,5,134,21,21,2,7.0,9000,4.12,52.89,3.70535,45,92,5,3,21,5,126,20,37,2,6.0,4500,3.776,52.09,3.840683333,-4,0,0,7,0,8,1,-16,0,1.0
metaknight,toon link,3,2,5,0.6,Meta Knight,Toon Link,27,80,9,6,33,1,119,12,42,3,2.0,5500,5.792,49.29,4.4992,43,91,6,5,25,5,138,21,18,4,4.0,9000,6.249,51.7,3.5799,-11,3,1,8,-4,-19,-9,24,-1,-2.0
sheik,zero suit samus,25,28,53,0.4716981132075472,Sheik,Zero Suit Samus,16,78,8,8,28,2,129,14,34,1,1.0,4000,7.115,37.54,5.843616667,29,80,9,8,26,2,125,17,27,3,4.0,11000,7.302,44.36,5.009716667,-2,-1,0,2,0,4,-3,7,-2,-3.0
toon link,villager,11,15,26,0.4230769230769231,Toon Link,Villager,43,91,6,5,25,5,138,21,18,4,4.0,9000,6.249,51.7,3.5799,45,92,5,3,21,5,126,20,37,2,6.0,4500,3.776,52.09,3.840683333,-1,1,2,4,0,12,1,-19,2,-2.0
ness,snake,25,28,53,0.4716981132075472,Ness,Snake,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,31,106,7,3,20,5,139,2,12,1,10.0,22500,9.698,58.57,5.0671,-12,-2,0,6,-1,-5,23,8,3,-1.0
toon link,toon link,7,5,12,0.5833333333333334,Toon Link,Toon Link,43,91,6,5,25,5,138,21,18,4,4.0,9000,6.249,51.7,3.5799,43,91,6,5,25,5,138,21,18,4,4.0,9000,6.249,51.7,3.5799,0,0,0,0,0,0,0,0,0,0.0
ness,sheik,7,13,20,0.35,Ness,Sheik,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,16,78,8,8,28,2,129,14,34,1,1.0,4000,7.115,37.54,5.843616667,16,-3,-5,-2,2,5,11,-14,3,8.0
samus,toon link,7,7,14,0.5,Samus,Toon Link,4,108,6,4,23,5,148,29,23,2,4.0,24000,8.262,51.32,3.338766667,43,91,6,5,25,5,138,21,18,4,4.0,9000,6.249,51.7,3.5799,17,0,-1,-2,0,10,8,5,-2,0.0
pokemon trainer,toon link,12,9,21,0.5714285714285714,Pokemon Trainer,Toon Link,33,96,7,5,34,3,132,11,38,3,5.0,19100,7.608,46.59,4.993883333,43,91,6,5,25,5,138,21,18,4,4.0,9000,6.249,51.7,3.5799,5,1,0,9,-2,-6,-10,20,-1,1.0
pokemon trainer,shulk,22,3,25,0.88,Pokemon Trainer,Shulk,33,96,7,5,34,3,132,11,38,3,5.0,19100,7.608,46.59,4.993883333,57,97,7,4,28,1,121,13,41,5,8.0,6500,7.558,47.24,5.4805,-1,0,1,6,2,11,-2,-3,-2,-3.0
byleth,ness,8,5,13,0.6153846153846154,Byleth,Ness,75,97,5,2,28,2,126,22,21,5,3.0,24700,6.371,42.46,3.583966667,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,3,0,-1,2,-2,-8,-3,1,1,-6.0
byleth,mario,4,2,6,0.6666666666666666,Byleth,Mario,75,97,5,2,28,2,126,22,21,5,3.0,24700,6.371,42.46,3.583966667,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,-1,1,-3,-6,0,-12,8,5,4,-1.0
cloud,ken,9,6,15,0.6,Cloud,Ken,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,600,103,4,4,35,3,111,23,7,1,4.0,9000,6.319,55.99,5.498233333,-3,-1,2,-1,-1,29,-6,10,4,-1.0
byleth,link,4,4,8,0.5,Byleth,Link,75,97,5,2,28,2,126,22,21,5,3.0,24700,6.371,42.46,3.583966667,3,104,5,4,25,5,133,23,14,4,3.0,18000,5.143,48.39,4.2915,-7,0,-2,3,-3,-7,-1,7,1,0.0
ken,link,7,6,13,0.5384615384615384,Ken,Link,600,103,4,4,35,3,111,23,7,1,4.0,9000,6.319,55.99,5.498233333,3,104,5,4,25,5,133,23,14,4,3.0,18000,5.143,48.39,4.2915,-1,-1,0,10,-2,-22,0,-7,-3,1.0
mario,pokemon trainer,22,7,29,0.7586206896551724,Mario,Pokemon Trainer,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,33,96,7,5,34,3,132,11,38,3,5.0,19100,7.608,46.59,4.993883333,2,-3,0,0,-1,6,3,-22,-2,-1.0
mario,toon link,10,4,14,0.7142857142857143,Mario,Toon Link,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,43,91,6,5,25,5,138,21,18,4,4.0,9000,6.249,51.7,3.5799,7,-2,0,9,-3,0,-7,-2,-3,0.0
pikachu,villager,10,9,19,0.5263157894736842,Pikachu,Villager,8,79,9,6,27,3,145,9,38,2,8.0,17300,8.123,46.48,4.85095,45,92,5,3,21,5,126,20,37,2,6.0,4500,3.776,52.09,3.840683333,-13,4,3,6,-2,19,-11,1,0,2.0
pikachu,ryu,4,3,7,0.5714285714285714,Pikachu,Ryu,8,79,9,6,27,3,145,9,38,2,8.0,17300,8.123,46.48,4.85095,60,103,4,3,35,3,128,9,2,1,3.0,5700,6.981,53.04,5.48595,-24,5,3,-8,0,17,0,36,1,5.0
greninja,luigi,2,4,6,0.3333333333333333,Greninja,Luigi,50,88,5,8,28,2,125,16,17,4,1.0,12300,6.89,51.67,4.706483333,9,97,3,3,40,2,112,8,10,1,9.0,23200,6.593,54.51,4.44425,-9,2,5,-12,0,13,8,7,3,-8.0
ridley,toon link,5,4,9,0.5555555555555556,Ridley,Toon Link,65,107,4,5,27,3,134,14,24,3,2.0,10500,4.521,47.78,3.290333333,43,91,6,5,25,5,138,21,18,4,4.0,9000,6.249,51.7,3.5799,16,-2,0,2,-2,-4,-7,6,-1,-2.0
greninja,ridley,9,5,14,0.6428571428571429,Greninja,Ridley,50,88,5,8,28,2,125,16,17,4,1.0,12300,6.89,51.67,4.706483333,65,107,4,5,27,3,134,14,24,3,2.0,10500,4.521,47.78,3.290333333,-19,1,3,1,-1,-9,2,-7,1,-1.0
luigi,toon link,3,2,5,0.6,Luigi,Toon Link,9,97,3,3,40,2,112,8,10,1,9.0,23200,6.593,54.51,4.44425,43,91,6,5,25,5,138,21,18,4,4.0,9000,6.249,51.7,3.5799,6,-3,-2,15,-3,-26,-13,-8,-3,5.0
diddy kong,mario,13,12,25,0.52,Diddy Kong,Mario,36,90,6,6,27,4,141,8,9,2,7.0,11000,8.87,49.98,4.6932,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,-8,2,1,-7,2,3,-6,-7,1,3.0
samus,zero suit samus,8,9,17,0.4705882352941176,Samus,Zero Suit Samus,4,108,6,4,23,5,148,29,23,2,4.0,24000,8.262,51.32,3.338766667,29,80,9,8,26,2,125,17,27,3,4.0,11000,7.302,44.36,5.009716667,28,-3,-4,-3,3,23,12,-4,-1,0.0
diddy kong,ryu,6,2,8,0.75,Diddy Kong,Ryu,36,90,6,6,27,4,141,8,9,2,7.0,11000,8.87,49.98,4.6932,60,103,4,3,35,3,128,9,2,1,3.0,5700,6.981,53.04,5.48595,-13,2,3,-8,1,13,-1,7,1,4.0
lucario,toon link,3,5,8,0.375,Lucario,Toon Link,41,92,7,6,30,3,126,14,7,2,7.0,4500,5.058,44.84,4.481316667,43,91,6,5,25,5,138,21,18,4,4.0,9000,6.249,51.7,3.5799,1,1,1,5,-2,-12,-7,-11,-2,3.0
link,pikachu,15,13,28,0.5357142857142857,Link,Pikachu,3,104,5,4,25,5,133,23,14,4,3.0,18000,5.143,48.39,4.2915,8,79,9,6,27,3,145,9,38,2,8.0,17300,8.123,46.48,4.85095,25,-4,-2,-2,2,-12,14,-24,2,-5.0
link,samus,8,2,10,0.8,Link,Samus,3,104,5,4,25,5,133,23,14,4,3.0,18000,5.143,48.39,4.2915,4,108,6,4,23,5,148,29,23,2,4.0,24000,8.262,51.32,3.338766667,-4,-1,0,2,0,-15,-6,-9,2,-1.0
byleth,pokemon trainer,7,4,11,0.6363636363636364,Byleth,Pokemon Trainer,75,97,5,2,28,2,126,22,21,5,3.0,24700,6.371,42.46,3.583966667,33,96,7,5,34,3,132,11,38,3,5.0,19100,7.608,46.59,4.993883333,1,-2,-3,-6,-1,-6,11,-17,2,-2.0
palutena,toon link,20,13,33,0.6060606060606061,Palutena,Toon Link,54,91,5,6,29,3,136,26,27,3,5.0,26600,8.143,52.44,2.69545,43,91,6,5,25,5,138,21,18,4,4.0,9000,6.249,51.7,3.5799,0,-1,1,4,-2,-2,5,9,-1,1.0
palutena,ridley,12,7,19,0.631578947368421,Palutena,Ridley,54,91,5,6,29,3,136,26,27,3,5.0,26600,8.143,52.44,2.69545,65,107,4,5,27,3,134,14,24,3,2.0,10500,4.521,47.78,3.290333333,-16,1,1,2,0,2,12,3,0,3.0
bayonetta,ganondorf,7,3,10,0.7,Bayonetta,Ganondorf,63,81,8,4,40,3,153,13,18,2,7.0,13700,7.458,56.0,5.072666667,23,118,1,2,26,1,133,10,12,2,5.0,14000,1.467,45.5,2.4744,-37,7,2,14,2,20,3,6,0,2.0
zelda,zero suit samus,6,7,13,0.4615384615384615,Zelda,Zero Suit Samus,17,85,7,3,22,5,122,22,16,2,7.0,13200,3.745,52.45,3.349733333,29,80,9,8,26,2,125,17,27,3,4.0,11000,7.302,44.36,5.009716667,5,-2,-5,-4,3,-3,5,-11,-1,3.0
ganondorf,link,11,4,15,0.7333333333333333,Ganondorf,Link,23,118,1,2,26,1,133,10,12,2,5.0,14000,1.467,45.5,2.4744,3,104,5,4,25,5,133,23,14,4,3.0,18000,5.143,48.39,4.2915,14,-4,-2,1,-4,0,-13,-2,-2,2.0
cloud,ness,28,17,45,0.6222222222222222,Cloud,Ness,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,6,-2,3,8,-2,6,-8,-3,1,-6.0
greninja,mario,9,9,18,0.5,Greninja,Mario,50,88,5,8,28,2,125,16,17,4,1.0,12300,6.89,51.67,4.706483333,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,-10,1,3,-6,0,-13,2,1,3,-3.0
villager,wolf,14,5,19,0.7368421052631579,Villager,Wolf,45,92,5,3,21,5,126,20,37,2,6.0,4500,3.776,52.09,3.840683333,44,92,5,5,32,2,129,17,22,3,2.0,24000,7.856,45.69,3.151666667,0,0,-2,-11,3,-3,3,15,-1,4.0
link,mario,11,3,14,0.7857142857142857,Link,Mario,3,104,5,4,25,5,133,23,14,4,3.0,18000,5.143,48.39,4.2915,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,6,1,-1,-9,3,-5,9,-2,3,-1.0
ness,ryu,8,2,10,0.8,Ness,Ryu,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,60,103,4,3,35,3,128,9,2,1,3.0,5700,6.981,53.04,5.48595,-9,1,0,-9,1,6,16,18,3,6.0
mario,snake,25,15,40,0.625,Mario,Snake,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,31,106,7,3,20,5,139,2,12,1,10.0,22500,9.698,58.57,5.0671,-8,-3,2,14,-3,-1,12,4,0,-6.0
mario,ness,25,5,30,0.8333333333333334,Mario,Ness,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,4,-1,2,8,-2,4,-11,-4,-3,-5.0
snake,zero suit samus,60,41,101,0.594059405940594,Snake,Zero Suit Samus,31,106,7,3,20,5,139,2,12,1,10.0,22500,9.698,58.57,5.0671,29,80,9,8,26,2,125,17,27,3,4.0,11000,7.302,44.36,5.009716667,26,-2,-5,-6,3,14,-15,-15,-2,6.0
shulk,snake,17,14,31,0.5483870967741935,Shulk,Snake,57,97,7,4,28,1,121,13,41,5,8.0,6500,7.558,47.24,5.4805,31,106,7,3,20,5,139,2,12,1,10.0,22500,9.698,58.57,5.0671,-9,0,1,8,-4,-18,11,29,4,-2.0
sonic,wolf,12,7,19,0.631578947368421,Sonic,Wolf,38,86,8,9,30,1,139,14,33,2,9.0,23600,10.315,53.54,3.268183333,44,92,5,5,32,2,129,17,22,3,2.0,24000,7.856,45.69,3.151666667,-6,3,4,-2,-1,10,-3,11,-1,7.0
king dedede,link,10,6,16,0.625,King Dedede,Link,39,127,7,2,28,4,122,28,26,5,10.0,23200,3.009,54.63,2.985166667,3,104,5,4,25,5,133,23,14,4,3.0,18000,5.143,48.39,4.2915,23,2,-2,3,-1,-11,5,12,1,7.0
ganondorf,greninja,5,6,11,0.4545454545454545,Ganondorf,Greninja,23,118,1,2,26,1,133,10,12,2,5.0,14000,1.467,45.5,2.4744,50,88,5,8,28,2,125,16,17,4,1.0,12300,6.89,51.67,4.706483333,30,-4,-6,-2,-1,8,-6,-5,-2,4.0
link,sonic,26,20,46,0.5652173913043478,Link,Sonic,3,104,5,4,25,5,133,23,14,4,3.0,18000,5.143,48.39,4.2915,38,86,8,9,30,1,139,14,33,2,9.0,23600,10.315,53.54,3.268183333,18,-3,-5,-5,4,-6,9,-19,2,-6.0
greninja,villager,5,4,9,0.5555555555555556,Greninja,Villager,50,88,5,8,28,2,125,16,17,4,1.0,12300,6.89,51.67,4.706483333,45,92,5,3,21,5,126,20,37,2,6.0,4500,3.776,52.09,3.840683333,-4,0,5,7,-3,-1,-4,-20,2,-5.0
cloud,mario,14,14,28,0.5,Cloud,Mario,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,2,-1,1,0,0,2,3,1,4,-1.0
